0,10459.99368
1,9900.687041
2,9664.154444
3,9643.511653
4,9325.542793
5,9349.553618
6,9675.338724
7,10821.88358
8,11739.35892
9,11872.06207
10,11849.85218
11,11766.72672
12,11590.19329
13,11612.07596
14,10930.15594
15,11049.5327
16,11160.15988
17,11080.18549
18,11334.87843
19,11629.47063
20,12271.8001
21,12318.79025
22,11776.36449
23,10890.24938
24,10415.08636
25,9882.152428
26,9538.365042
27,9347.683647
28,9237.543698
29,9440.031158
30,9928.279016
31,10728.65065
32,11611.48777
33,11698.88373
34,11617.53963
35,11583.20208
36,11690.82171
37,11583.72453
38,11300.79169
39,11089.56634
40,10833.44162
41,10978.19369
42,11062.22709
43,11410.5847
44,12157.47884
45,12354.08116
46,11811.4128
47,10923.8107
48,10040.96775
49,9556.883198
50,9560.904633
51,9545.11464
52,9540.681405
53,9393.464918
54,9820.736059
55,11074.35894
56,11870.11658
57,11711.82622
58,11351.87834
59,11146.58832
60,11228.61387
61,10971.7722
62,10850.69423
63,10745.07739
64,10842.13661
65,11217.79858
66,11295.48663
67,11561.82571
68,12303.73815
69,12367.49817
70,11762.41538
71,10917.83411
72,10089.23761
73,9551.772719
74,9448.147327
75,9276.170253
76,9229.268078
77,9415.68203
78,9952.763107
79,10829.15479
80,11717.66522
81,11975.56738
82,12136.69719
83,12201.67762
84,12252.70178
85,12428.68484
86,12420.81576
87,12459.42226
88,12375.48729
89,11981.99106
90,11814.65668
91,11977.83211
92,12305.18379
93,12228.24223
94,11767.30604
95,11013.25319
96,10249.70898
97,9817.618742
98,9527.411643
99,9235.949432
100,9104.317027
101,9063.959818
102,9064.464057
103,9539.423823
104,9898.643869
105,10166.69839
106,10404.90907
107,10605.32286
108,10454.27861
109,10182.6111
110,9889.866763
111,9651.390612
112,9649.624235
113,9821.664765
114,10122.3829
115,10310.77506
116,11061.55905
117,11315.23311
118,10981.56522
119,10389.68491
120,9744.799671
121,9322.588995
122,9193.903548
123,9183.916184
124,8834.318211
125,8766.493653
126,8774.04932
