1,10401.33363,22303.63605
2,9977.508215,21323.24955
3,9650.523364,20599.65159
4,9435.628654,20111.62475
5,9365.320343,19991.92177
6,9528.019132,20407.45025
7,9972.057559,21097.76112
8,10377.79642,21456.42196
9,10557.20766,21584.90076
10,10632.45581,21537.20189
11,10545.62961,21398.06088
12,10417.2409,21199.12728
13,10231.6032,21071.78249
14,10176.59271,21135.45035
15,10284.0778,21507.93633
16,10667.2011,22106.66834
17,10894.14369,23163.55736
18,11984.91741,25999.11759
19,12262.04952,26601.49579
20,12112.77911,26407.33201
21,11858.18398,25908.97618
22,11393.3173,24925.74784
23,10826.38315,23565.48437
24,10398.55647,22259.82105
25,9877.497475,21171.3297
26,9507.002724,20353.40757
27,9313.342609,19897.90588
28,9265.588146,19751.70372
29,9411.883845,20054.02688
30,9810.612356,20847.29079
31,10410.55229,21998.37623
32,10870.34867,22725.51126
33,11198.76665,23418.35408
34,11478.86368,23904.35799
35,11536.60735,24358.17992
36,11458.14887,24431.50365
37,11426.51324,24213.11438
38,11471.00665,23925.37856
39,11426.51541,23869.67701
40,11304.57671,23830.71312
41,11917.86892,25319.84795
42,13055.80607,28114.65404
43,13219.20898,28548.93111
44,12982.59414,28182.61833
45,12584.31202,27443.37112
46,11962.51108,26202.48068
47,11265.30849,24480.7881
48,10626.48332,22833.49063
49,10004.87137,21637.90581
50,9633.014971,20797.11081
51,9473.667527,20453.84695
52,9448.171059,20424.61508
53,9721.288452,21003.62419
54,10184.40552,22354.51431
55,11078.95542,24611.87232
56,11950.71018,26133.34689
57,12204.22886,26673.541
58,12304.15011,26792.66838
59,12304.4239,26822.51719
60,12205.10638,26710.5786
61,12283.73983,26641.154
62,12404.33828,26652.57228
63,12526.13638,26807.11672
64,12680.79355,27008.48676
65,13129.16776,28131.94674
66,13916.6638,30178.33068
67,13937.93072,30513.69567
68,13607.13663,29909.20311
69,13141.05015,29157.36513
70,12419.51607,27582.37665
71,11467.04739,25458.18624
72,10566.43893,23509.82265
73,10026.18635,22247.6704
74,9805.208337,21563.90749
75,9566.501206,21059.90897
76,9544.299873,20999.941
77,9701.06221,21496.15278
78,10105.41824,22702.19377
79,10903.71668,24772.79847
80,11685.47783,25955.37419
81,11971.85493,26265.07934
82,12137.01982,26294.41122
83,12248.89268,26245.78227
84,12246.13597,26033.60744
85,12147.33238,25866.44768
86,12182.34058,25906.25425
87,12167.1769,25933.99584
88,12197.38327,26224.46661
89,12594.10949,27253.25168
90,13445.8541,29518.04909
91,13521.56388,29700.90699
92,13268.28967,29227.90865
93,12877.76667,28357.34505
94,12192.64257,26879.26103
95,11410.51138,24968.15065
96,10755.31998,23221.89835
97,10199.72241,22021.41667
98,9789.515896,21232.21948
99,9563.270994,20776.63345
100,9528.595568,20625.08991
101,9761.544812,21107.9352
102,10252.70503,22317.74512
103,11122.51533,24332.52456
104,12005.5248,25897.69401
105,12091.47428,26355.17318
106,11857.067,26380.76448
107,11527.52211,26264.16079
108,11177.64127,25861.17924
109,10937.16915,25449.30418
110,10895.96457,25221.91949
111,10888.3228,25334.2975
112,11206.05731,25487.0342
113,11935.66226,26747.04231
114,13225.79784,29259.13087
115,13616.77559,29647.5003
116,13498.78687,29308.98229
117,13210.66166,28562.86267
118,12599.08138,27105.07196
119,11722.55876,25179.32933
120,10919.64045,23432.53232
121,10543.79678,22488.33328
122,10430.79843,21952.79637
123,10261.25645,21498.74685
124,10250.0839,21472.152
125,10583.00486,22149.18737
126,11111.11431,23439.64943
127,12082.0529,25611.22934
128,12860.21347,26868.78425
129,12812.01054,26863.73224
130,12468.96387,26318.74404
