Time,Demand
"('0.0',)",1301.11377409
"('1.0',)",1243.57368078
"('2.0',)",1211.72983636
"('3.0',)",1197.43378919
"('4.0',)",1188.77199085
"('5.0',)",1193.09122801
"('6.0',)",1189.48508913
"('7.0',)",1239.85965921
"('8.0',)",1280.07152668
"('9.0',)",1289.12616281
"('10.0',)",1367.93399777
"('11.0',)",1393.53981825
"('12.0',)",1381.79826894
"('13.0',)",1370.42757728
"('14.0',)",1432.49629305
"('15.0',)",1452.4082207
"('16.0',)",1468.90663907
"('17.0',)",1530.18467651
"('18.0',)",1594.19047118
"('19.0',)",1575.46687839
"('20.0',)",1601.52911153
"('21.0',)",1575.73435403
"('22.0',)",1472.13721202
"('23.0',)",1343.98022958
