0,14909.20516
1,13652.43326
2,12773.28538
3,12169.34837
4,11845.36732
5,11874.77976
6,12306.77514
7,12911.35875
8,13711.08355
9,14722.09335
10,15064.25601
11,15251.3325
12,15909.04185
13,16586.38951
14,17520.82273
15,18458.00627
16,19273.27913
17,19924.03393
18,20291.76428
19,20392.89341
20,20132.25516
21,19562.62492
22,18858.73694
23,17240.80802
24,15570.64535
25,14339.00401
26,13450.5003
27,12830.73827
28,12469.32008
29,12482.0823
30,12863.46745
31,13742.40539
32,14865.14779
33,15818.81648
34,16756.61205
35,17663.72158
36,18506.74629
37,18852.98487
38,19375.36881
39,20002.45827
40,20503.25532
41,20801.67322
42,20850.39901
43,20704.5973
44,20239.71793
45,19369.55906
46,18531.35497
47,16876.44595
48,15251.90244
49,14014.42063
50,13260.58781
51,12667.13777
52,12291.01479
53,12257.42773
54,12589.69707
55,13242.06923
56,14188.50797
57,14827.41793
58,15264.77696
59,15760.18946
60,15680.00623
61,16702.77735
62,17651.28186
63,17681.92386
64,18244.32697
65,18637.45202
66,18802.84407
67,18754.31157
68,18352.49749
69,17624.07319
70,16908.04895
71,15660.69969
72,14367.33149
73,13527.65227
74,12679.84773
75,12082.51027
76,11771.84442
77,11609.51883
78,11615.97161
79,11726.68644
80,12116.58664
81,12862.88672
82,13243.79079
83,13693.92887
84,14184.59962
85,14659.51051
86,15329.18019
87,15966.73371
88,15921.59016
89,16096.21835
90,16338.17417
91,16378.65538
92,16135.31292
93,15801.9154
94,15383.93517
95,14383.06041
96,13253.57014
97,12366.26409
98,11655.20932
99,11120.62573
100,11105.90207
101,10960.45984
102,10919.97158
103,10870.20947
104,11224.4369
105,11773.54049
106,12062.98238
107,12349.90075
108,12681.51146
109,13075.94022
110,13554.53318
111,14145.89858
112,14423.72951
113,14763.23465
114,15241.21846
115,15590.15646
116,15548.3988
117,15193.36712
118,14683.95865
119,13566.8829
120,12325.96975
121,11394.82058
122,10787.99318
123,10411.55685
124,10312.11495
125,10457.34902
126,10894.25574
127,11554.46532
128,12122.70201
129,12435.72185
130,12601.14925
131,12843.93314
132,12990.19499
133,13148.60402
134,13552.02893
135,14045.71761
136,14553.24354
137,15067.66977
138,15437.59895
139,15710.24256
140,15597.48726
141,15212.43452
142,14796.40386
143,13669.19364
144,12482.43133
145,11679.8987
146,11303.6
147,11064.31376
148,10901.58376
149,11026.46497
150,11832.1788
151,12418.44584
152,12889.71233
153,13116.49761
154,13188.31435
155,13265.05352
156,13380.65494
157,13525.66295
158,13904.49494
159,14256.60004
160,14592.39033
161,14982.39616
162,15197.3295
163,15276.64675
164,15204.56558
165,14919.19732
166,14597.88087
167,13511.24341
168,12354.73839
169,11571.34284
170,10995.35638
171,10818.2556
172,10810.61899
173,10950.81557
174,11384.32449
175,11941.95605
176,12396.42516
177,12676.73208
178,12830.14158
179,12937.91963
180,13056.17136
181,13218.7171
182,13642.82753
183,14061.46754
184,14567.17895
185,15154.97415
186,15527.19404
187,15621.06325
188,15567.34585
189,15207.36179
190,14845.89523
191,13770.74513
192,12797.64874
193,11653.59582
194,11059.39121
195,10708.33451
196,10681.28088
197,11012.43691
198,11372.14982
199,11698.42587
200,12209.1659
201,12505.31282
202,12582.30894
203,12754.66384
204,13090.98106
205,13341.62549
206,13828.56826
207,14330.05578
208,14926.29128
209,15468.28169
210,15856.41166
211,16098.64909
212,15928.62326
213,15555.90501
214,15135.11407
215,13810.30698
216,12614.0064
217,11864.326
218,11483.82154
219,11100.38592
220,10926.5426
221,11037.41827
222,11465.38635
223,11718.69467
224,12127.28455
225,12432.34541
226,12523.06514
227,12675.73684
228,12852.74309
229,13021.23028
230,13531.24024
231,14063.91215
232,14653.99211
233,15156.27595
234,15622.97767
235,15875.19272
236,15723.77507
237,15361.73459
238,14992.48388
239,13924.61195
240,12797.8583
241,11966.76728
242,11170.43094
243,10714.37336
244,10451.03079
245,10407.40956
246,10690.59476
247,10974.55862
248,11162.59676
249,11358.89165
250,11498.75601
251,11619.1934
252,11760.3937
253,11968.39036
254,12176.34594
255,12575.73643
256,12941.42301
257,13574.92481
258,14183.7134
259,14593.5526
260,14600.06318
261,14359.0866
262,14105.83684
263,13254.51004
264,12243.60958
265,11501.20233
266,10898.92942
267,10488.68925
268,10205.77294
269,10117.90234
270,10130.11453
271,10057.03989
272,10153.2602
273,10574.33076
274,10833.92342
275,11040.51257
276,11378.15795
277,11784.8507
278,12185.12363
279,12353.77307
280,12998.74641
281,13728.42882
282,14396.78977
283,14846.84695
284,14849.77654
285,14546.85822
286,14198.40648
