Time,Demand
"('0.0',)",1679.79443699
"('1.0',)",1601.13025397
"('2.0',)",1499.93895071
"('3.0',)",1409.88286719
"('4.0',)",1373.35476467
"('5.0',)",1384.89374638
"('6.0',)",1365.07306658
"('7.0',)",1328.86677372
"('8.0',)",1367.12812392
"('9.0',)",1458.94638567
"('10.0',)",1577.60872708
"('11.0',)",1676.76375125
"('12.0',)",1749.05338213
"('13.0',)",1885.34211127
"('14.0',)",1998.30771516
"('15.0',)",2052.86524489
"('16.0',)",2098.13583514
"('17.0',)",2153.3616925
"('18.0',)",2240.08070003
"('19.0',)",2238.37037636
"('20.0',)",2169.59729728
"('21.0',)",2115.65912045
"('22.0',)",2032.2291757
"('23.0',)",1895.70203048
